"Site_Name","Loc_Name","Start_Date","Year","Species","Com_Sp","Plot_Name","Zone","variable","value"
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","B4","Barnacle","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","B4","Barnacle","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","B4","Barnacle","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","B5","Barnacle","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","B5","Barnacle","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","B5","Barnacle","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","B5","Barnacle","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","B5","Barnacle","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","F1","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","F1","Fucus","Abundance",2.66666666666667
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","F1","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","F1","Fucus","Abundance",2.66666666666667
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","F1","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","F2","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","F2","Fucus","Abundance",5.33333333333333
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","F2","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","F2","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","F2","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","F3","Fucus","Abundance",5.33333333333333
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","F3","Fucus","Abundance",5.33333333333333
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","F3","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","F3","Fucus","Abundance",13.3333333333333
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","F3","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","F4","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","F4","Fucus","Abundance",8
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","F4","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","F4","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","F4","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","F5","Fucus","Abundance",2.66666666666667
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","F5","Fucus","Abundance",5.33333333333333
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","F5","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","F5","Fucus","Abundance",5.33333333333333
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","F5","Fucus","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","M1","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","M1","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","M1","Mussels","Abundance",10.6666666666667
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","M1","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","M1","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","M2","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","M2","Mussels","Abundance",2.66666666666667
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","M2","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","M2","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","M2","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","M3","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","M3","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","M3","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","M3","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","M3","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","M4","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","M4","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","M4","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","M4","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","M4","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","M5","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","M5","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","M5","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","M5","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","M5","Mussels","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","R1","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","R1","Red Algae","Abundance",2.66666666666667
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","R1","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","R1","Red Algae","Abundance",8
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","R1","Red Algae","Abundance",2.66666666666667
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","R2","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","R2","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","R2","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","R2","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","R2","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","R3","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","R3","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","R3","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","R3","Red Algae","Abundance",5.33333333333333
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","R3","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","R4","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","R4","Red Algae","Abundance",5.33333333333333
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","R4","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","R4","Red Algae","Abundance",13.3333333333333
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","R4","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITLIT","Common periwinkle (Littorina littorea)","R5","Red Algae","Abundance",2.66666666666667
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITOBT","Smooth periwinkle (Littorina obtusata)","R5","Red Algae","Abundance",2.66666666666667
"Acadia NP","Schoodic Point",2016-06-24,"2016","LITSAX","Rough periwinkle (Littorina saxatilis)","R5","Red Algae","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","NUCLAP","Dogwhelk (Nucella lapillus)","R5","Red Algae","Abundance",24
"Acadia NP","Schoodic Point",2016-06-24,"2016","TECTES","Limpet (Tectura testudinalis)","R5","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","A1","Ascophyllum","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","A1","Ascophyllum","Abundance",32
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","A1","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","A1","Ascophyllum","Abundance",21.3333333333333
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","A1","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","A2","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","A2","Ascophyllum","Abundance",10.6666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","A2","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","A2","Ascophyllum","Abundance",32
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","A2","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","A3","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","A3","Ascophyllum","Abundance",29.3333333333333
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","A3","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","A3","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","A3","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","A4","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","A4","Ascophyllum","Abundance",18.6666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","A4","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","A4","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","A4","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","A5","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","A5","Ascophyllum","Abundance",53.3333333333333
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","A5","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","A5","Ascophyllum","Abundance",37.3333333333333
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","A5","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","B1","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","B1","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","B1","Barnacle","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","B1","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","B1","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","B2","Barnacle","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","B2","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","B2","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","B2","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","B2","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","B3","Barnacle","Abundance",5.33333333333333
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","B3","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","B3","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","B3","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","B3","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","B4","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","B4","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","B4","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","B4","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","B4","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","B5","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","B5","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","B5","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","B5","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","B5","Barnacle","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","F1","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","F1","Fucus","Abundance",10.6666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","F1","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","F1","Fucus","Abundance",53.3333333333333
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","F1","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","F2","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","F2","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","F2","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","F2","Fucus","Abundance",69.3333333333333
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","F2","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","F3","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","F3","Fucus","Abundance",32
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","F3","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","F3","Fucus","Abundance",114.666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","F3","Fucus","Abundance",21.3333333333333
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","F4","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","F4","Fucus","Abundance",13.3333333333333
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","F4","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","F4","Fucus","Abundance",10.6666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","F4","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","F5","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","F5","Fucus","Abundance",18.6666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","F5","Fucus","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","F5","Fucus","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","F5","Fucus","Abundance",8
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","R1","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","R1","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","R1","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","R1","Red Algae","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","R1","Red Algae","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","R2","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","R2","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","R2","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","R2","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","R2","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","R3","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","R3","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","R3","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","R3","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","R3","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","R4","Red Algae","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","R4","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","R4","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","R4","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","R4","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITLIT","Common periwinkle (Littorina littorea)","R5","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITOBT","Smooth periwinkle (Littorina obtusata)","R5","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","LITSAX","Rough periwinkle (Littorina saxatilis)","R5","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","NUCLAP","Dogwhelk (Nucella lapillus)","R5","Red Algae","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","TECTES","Limpet (Tectura testudinalis)","R5","Red Algae","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITLIT","Common periwinkle (Littorina littorea)","A1","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITOBT","Smooth periwinkle (Littorina obtusata)","A1","Ascophyllum","Abundance",18.6666666666667
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITSAX","Rough periwinkle (Littorina saxatilis)","A1","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","NUCLAP","Dogwhelk (Nucella lapillus)","A1","Ascophyllum","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2014-06-20,"2014","TECTES","Limpet (Tectura testudinalis)","A1","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITLIT","Common periwinkle (Littorina littorea)","A2","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITOBT","Smooth periwinkle (Littorina obtusata)","A2","Ascophyllum","Abundance",26.6666666666667
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITSAX","Rough periwinkle (Littorina saxatilis)","A2","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","NUCLAP","Dogwhelk (Nucella lapillus)","A2","Ascophyllum","Abundance",24
"Acadia NP","Ship Harbor",2014-06-20,"2014","TECTES","Limpet (Tectura testudinalis)","A2","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITLIT","Common periwinkle (Littorina littorea)","A3","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITOBT","Smooth periwinkle (Littorina obtusata)","A3","Ascophyllum","Abundance",13.3333333333333
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITSAX","Rough periwinkle (Littorina saxatilis)","A3","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","NUCLAP","Dogwhelk (Nucella lapillus)","A3","Ascophyllum","Abundance",2.66666666666667
"Acadia NP","Ship Harbor",2014-06-20,"2014","TECTES","Limpet (Tectura testudinalis)","A3","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITLIT","Common periwinkle (Littorina littorea)","A4","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITOBT","Smooth periwinkle (Littorina obtusata)","A4","Ascophyllum","Abundance",16
"Acadia NP","Ship Harbor",2014-06-20,"2014","LITSAX","Rough periwinkle (Littorina saxatilis)","A4","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","NUCLAP","Dogwhelk (Nucella lapillus)","A4","Ascophyllum","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","TECTES","Limpet (Tectura testudinalis)","A4","Ascophyllum","Abundance",0
