"Loc_Name","Year","QAQC","Spp_Name","variable","mean","se","N","Site_Name","Spp_Code","Common","Com_Sp"
"Otter Point","2014","0","Asterias forbesii","Abundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Otter Point","2014","0","Asterias forbesii","logAbundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Otter Point","2015","0","Strongylocentrotus droebachiensis","Abundance",0.12,0.12,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Otter Point","2015","0","Strongylocentrotus droebachiensis","logAbundance",0.1,0.1,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Otter Point","2015","0","Henricia sanguinolenta","Abundance",0.02,0.02,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Otter Point","2015","0","Henricia sanguinolenta","logAbundance",0.02,0.02,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Otter Point","2015","0","Asterias rubens","Abundance",0.15,0.05,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Otter Point","2015","0","Asterias rubens","logAbundance",0.14,0.04,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Otter Point","2015","0","Asterias forbesii","Abundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Otter Point","2015","0","Asterias forbesii","logAbundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Otter Point","2016","0","Strongylocentrotus droebachiensis","Abundance",0.22,0.22,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Otter Point","2016","0","Strongylocentrotus droebachiensis","logAbundance",0.17,0.17,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Otter Point","2016","0","Henricia sanguinolenta","Abundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Otter Point","2016","0","Henricia sanguinolenta","logAbundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Otter Point","2016","0","Asterias rubens","Abundance",0.47,0.19,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Otter Point","2016","0","Asterias rubens","logAbundance",0.37,0.12,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Otter Point","2016","0","Asterias forbesii","Abundance",0.02,0.02,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Otter Point","2016","0","Asterias forbesii","logAbundance",0.02,0.02,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Outer Brewster","2013","0","Strongylocentrotus droebachiensis","Abundance",0.03,0.03,3,"Boston Harbor NRA","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Outer Brewster","2013","0","Strongylocentrotus droebachiensis","logAbundance",0.03,0.03,3,"Boston Harbor NRA","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Outer Brewster","2013","0","Henricia sanguinolenta","Abundance",0,0,3,"Boston Harbor NRA","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Outer Brewster","2013","0","Henricia sanguinolenta","logAbundance",0,0,3,"Boston Harbor NRA","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Outer Brewster","2013","0","Asterias rubens","Abundance",0.02,0.02,3,"Boston Harbor NRA","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Outer Brewster","2013","0","Asterias rubens","logAbundance",0.02,0.02,3,"Boston Harbor NRA","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Outer Brewster","2013","0","Asterias forbesii","Abundance",0.12,0.09,3,"Boston Harbor NRA","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Outer Brewster","2013","0","Asterias forbesii","logAbundance",0.1,0.08,3,"Boston Harbor NRA","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Outer Brewster","2014","0","Strongylocentrotus droebachiensis","Abundance",0.07,0.07,3,"Boston Harbor NRA","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Outer Brewster","2014","0","Strongylocentrotus droebachiensis","logAbundance",0.06,0.06,3,"Boston Harbor NRA","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Outer Brewster","2014","0","Henricia sanguinolenta","Abundance",0,0,3,"Boston Harbor NRA","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Outer Brewster","2014","0","Henricia sanguinolenta","logAbundance",0,0,3,"Boston Harbor NRA","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Outer Brewster","2014","0","Asterias rubens","Abundance",0.02,0.02,3,"Boston Harbor NRA","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Outer Brewster","2014","0","Asterias rubens","logAbundance",0.02,0.02,3,"Boston Harbor NRA","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Outer Brewster","2014","0","Asterias forbesii","Abundance",0,0,3,"Boston Harbor NRA","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Outer Brewster","2014","0","Asterias forbesii","logAbundance",0,0,3,"Boston Harbor NRA","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Outer Brewster","2015","0","Strongylocentrotus droebachiensis","Abundance",0,0,3,"Boston Harbor NRA","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Outer Brewster","2015","0","Strongylocentrotus droebachiensis","logAbundance",0,0,3,"Boston Harbor NRA","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Outer Brewster","2015","0","Henricia sanguinolenta","Abundance",0,0,3,"Boston Harbor NRA","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Outer Brewster","2015","0","Henricia sanguinolenta","logAbundance",0,0,3,"Boston Harbor NRA","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Outer Brewster","2015","0","Asterias rubens","Abundance",0,0,3,"Boston Harbor NRA","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Outer Brewster","2015","0","Asterias rubens","logAbundance",0,0,3,"Boston Harbor NRA","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Outer Brewster","2015","0","Asterias forbesii","Abundance",0,0,3,"Boston Harbor NRA","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Outer Brewster","2015","0","Asterias forbesii","logAbundance",0,0,3,"Boston Harbor NRA","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Outer Brewster","2016","0","Strongylocentrotus droebachiensis","Abundance",0.05,0.05,3,"Boston Harbor NRA","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Outer Brewster","2016","0","Strongylocentrotus droebachiensis","logAbundance",0.05,0.05,3,"Boston Harbor NRA","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Outer Brewster","2016","0","Henricia sanguinolenta","Abundance",0,0,3,"Boston Harbor NRA","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Outer Brewster","2016","0","Henricia sanguinolenta","logAbundance",0,0,3,"Boston Harbor NRA","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Outer Brewster","2016","0","Asterias rubens","Abundance",0,0,3,"Boston Harbor NRA","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Outer Brewster","2016","0","Asterias rubens","logAbundance",0,0,3,"Boston Harbor NRA","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Outer Brewster","2016","0","Asterias forbesii","Abundance",0,0,3,"Boston Harbor NRA","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Outer Brewster","2016","0","Asterias forbesii","logAbundance",0,0,3,"Boston Harbor NRA","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Petit Manan Island","2013","0","Strongylocentrotus droebachiensis","Abundance",0,0,0,"Maine Coast Islands NWR","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Petit Manan Island","2013","0","Strongylocentrotus droebachiensis","logAbundance",0,0,0,"Maine Coast Islands NWR","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Petit Manan Island","2013","0","Henricia sanguinolenta","Abundance",0,0,0,"Maine Coast Islands NWR","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Petit Manan Island","2013","0","Henricia sanguinolenta","logAbundance",0,0,0,"Maine Coast Islands NWR","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Petit Manan Island","2013","0","Asterias rubens","Abundance",0,0,0,"Maine Coast Islands NWR","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Petit Manan Island","2013","0","Asterias rubens","logAbundance",0,0,0,"Maine Coast Islands NWR","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Petit Manan Island","2013","0","Asterias forbesii","Abundance",0,0,0,"Maine Coast Islands NWR","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Petit Manan Island","2013","0","Asterias forbesii","logAbundance",0,0,0,"Maine Coast Islands NWR","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Petit Manan Island","2014","0","Strongylocentrotus droebachiensis","Abundance",0,0,2,"Maine Coast Islands NWR","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Petit Manan Island","2014","0","Strongylocentrotus droebachiensis","logAbundance",0,0,2,"Maine Coast Islands NWR","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Petit Manan Island","2014","0","Henricia sanguinolenta","Abundance",0,0,2,"Maine Coast Islands NWR","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Petit Manan Island","2014","0","Henricia sanguinolenta","logAbundance",0,0,2,"Maine Coast Islands NWR","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Petit Manan Island","2014","0","Asterias rubens","Abundance",0,0,2,"Maine Coast Islands NWR","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Petit Manan Island","2014","0","Asterias rubens","logAbundance",0,0,2,"Maine Coast Islands NWR","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Petit Manan Island","2014","0","Asterias forbesii","Abundance",0,0,2,"Maine Coast Islands NWR","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Petit Manan Island","2014","0","Asterias forbesii","logAbundance",0,0,2,"Maine Coast Islands NWR","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Petit Manan Island","2015","0","Strongylocentrotus droebachiensis","Abundance",0,0,0,"Maine Coast Islands NWR","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Petit Manan Island","2015","0","Strongylocentrotus droebachiensis","logAbundance",0,0,0,"Maine Coast Islands NWR","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Petit Manan Island","2015","0","Henricia sanguinolenta","Abundance",0,0,0,"Maine Coast Islands NWR","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Petit Manan Island","2015","0","Henricia sanguinolenta","logAbundance",0,0,0,"Maine Coast Islands NWR","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Petit Manan Island","2015","0","Asterias rubens","Abundance",0,0,0,"Maine Coast Islands NWR","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Petit Manan Island","2015","0","Asterias rubens","logAbundance",0,0,0,"Maine Coast Islands NWR","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Petit Manan Island","2015","0","Asterias forbesii","Abundance",0,0,0,"Maine Coast Islands NWR","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Petit Manan Island","2015","0","Asterias forbesii","logAbundance",0,0,0,"Maine Coast Islands NWR","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Petit Manan Island","2016","0","Strongylocentrotus droebachiensis","Abundance",0,0,0,"Maine Coast Islands NWR","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Petit Manan Island","2016","0","Strongylocentrotus droebachiensis","logAbundance",0,0,0,"Maine Coast Islands NWR","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Petit Manan Island","2016","0","Henricia sanguinolenta","Abundance",0,0,0,"Maine Coast Islands NWR","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Petit Manan Island","2016","0","Henricia sanguinolenta","logAbundance",0,0,0,"Maine Coast Islands NWR","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Petit Manan Island","2016","0","Asterias rubens","Abundance",0,0,0,"Maine Coast Islands NWR","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Petit Manan Island","2016","0","Asterias rubens","logAbundance",0,0,0,"Maine Coast Islands NWR","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Petit Manan Island","2016","0","Asterias forbesii","Abundance",0,0,0,"Maine Coast Islands NWR","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Petit Manan Island","2016","0","Asterias forbesii","logAbundance",0,0,0,"Maine Coast Islands NWR","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Schoodic Point","2013","0","Strongylocentrotus droebachiensis","Abundance",0.82,0.42,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Schoodic Point","2013","0","Strongylocentrotus droebachiensis","logAbundance",0.54,0.26,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Schoodic Point","2013","0","Henricia sanguinolenta","Abundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Schoodic Point","2013","0","Henricia sanguinolenta","logAbundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Schoodic Point","2013","0","Asterias rubens","Abundance",0.03,0.03,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Schoodic Point","2013","0","Asterias rubens","logAbundance",0.03,0.03,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Schoodic Point","2013","0","Asterias forbesii","Abundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Schoodic Point","2013","0","Asterias forbesii","logAbundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Schoodic Point","2014","0","Strongylocentrotus droebachiensis","Abundance",0.23,0.15,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Schoodic Point","2014","0","Strongylocentrotus droebachiensis","logAbundance",0.2,0.12,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Schoodic Point","2014","0","Henricia sanguinolenta","Abundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Schoodic Point","2014","0","Henricia sanguinolenta","logAbundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Schoodic Point","2014","0","Asterias rubens","Abundance",0.15,0.1,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Schoodic Point","2014","0","Asterias rubens","logAbundance",0.13,0.08,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Schoodic Point","2014","0","Asterias forbesii","Abundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Schoodic Point","2014","0","Asterias forbesii","logAbundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Schoodic Point","2015","0","Strongylocentrotus droebachiensis","Abundance",0.03,0.02,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Schoodic Point","2015","0","Strongylocentrotus droebachiensis","logAbundance",0.03,0.02,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Schoodic Point","2015","0","Henricia sanguinolenta","Abundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Schoodic Point","2015","0","Henricia sanguinolenta","logAbundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Schoodic Point","2015","0","Asterias rubens","Abundance",0.02,0.02,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Schoodic Point","2015","0","Asterias rubens","logAbundance",0.02,0.02,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Schoodic Point","2015","0","Asterias forbesii","Abundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Schoodic Point","2015","0","Asterias forbesii","logAbundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Schoodic Point","2016","0","Strongylocentrotus droebachiensis","Abundance",0.55,0.38,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Schoodic Point","2016","0","Strongylocentrotus droebachiensis","logAbundance",0.38,0.23,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Schoodic Point","2016","0","Henricia sanguinolenta","Abundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Schoodic Point","2016","0","Henricia sanguinolenta","logAbundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Schoodic Point","2016","0","Asterias rubens","Abundance",0.03,0.02,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Schoodic Point","2016","0","Asterias rubens","logAbundance",0.03,0.02,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Schoodic Point","2016","0","Asterias forbesii","Abundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Schoodic Point","2016","0","Asterias forbesii","logAbundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Ship Harbor","2013","0","Strongylocentrotus droebachiensis","Abundance",0.22,0.22,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Ship Harbor","2013","0","Strongylocentrotus droebachiensis","logAbundance",0.17,0.17,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Ship Harbor","2013","0","Henricia sanguinolenta","Abundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Ship Harbor","2013","0","Henricia sanguinolenta","logAbundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Ship Harbor","2013","0","Asterias rubens","Abundance",0,0,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Ship Harbor","2013","0","Asterias rubens","logAbundance",0,0,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Ship Harbor","2013","0","Asterias forbesii","Abundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Ship Harbor","2013","0","Asterias forbesii","logAbundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Ship Harbor","2014","0","Strongylocentrotus droebachiensis","Abundance",0.72,0.57,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Ship Harbor","2014","0","Strongylocentrotus droebachiensis","logAbundance",0.44,0.31,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Ship Harbor","2014","0","Henricia sanguinolenta","Abundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Ship Harbor","2014","0","Henricia sanguinolenta","logAbundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Ship Harbor","2014","0","Asterias rubens","Abundance",0.08,0.08,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Ship Harbor","2014","0","Asterias rubens","logAbundance",0.07,0.07,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Ship Harbor","2014","0","Asterias forbesii","Abundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Ship Harbor","2014","0","Asterias forbesii","logAbundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Ship Harbor","2015","0","Strongylocentrotus droebachiensis","Abundance",0.18,0.18,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Ship Harbor","2015","0","Strongylocentrotus droebachiensis","logAbundance",0.15,0.15,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Ship Harbor","2015","0","Henricia sanguinolenta","Abundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Ship Harbor","2015","0","Henricia sanguinolenta","logAbundance",0,0,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Ship Harbor","2015","0","Asterias rubens","Abundance",0.13,0.13,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Ship Harbor","2015","0","Asterias rubens","logAbundance",0.11,0.11,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Ship Harbor","2015","0","Asterias forbesii","Abundance",0.03,0.03,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Ship Harbor","2015","0","Asterias forbesii","logAbundance",0.03,0.03,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Ship Harbor","2016","0","Strongylocentrotus droebachiensis","Abundance",0.22,0.14,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Ship Harbor","2016","0","Strongylocentrotus droebachiensis","logAbundance",0.18,0.11,3,"Acadia NP","STRDRO","Green sea urchin","Green sea urchin (Strongylocentrotus droebachiensis)"
"Ship Harbor","2016","0","Henricia sanguinolenta","Abundance",0.02,0.02,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Ship Harbor","2016","0","Henricia sanguinolenta","logAbundance",0.02,0.02,3,"Acadia NP","HENSAN","Blood sea star","Blood sea star (Henricia sanguinolenta)"
"Ship Harbor","2016","0","Asterias rubens","Abundance",0.43,0.18,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Ship Harbor","2016","0","Asterias rubens","logAbundance",0.34,0.13,3,"Acadia NP","ASTRUB","Common sea star","Common sea star (Asterias rubens)"
"Ship Harbor","2016","0","Asterias forbesii","Abundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
"Ship Harbor","2016","0","Asterias forbesii","logAbundance",0,0,3,"Acadia NP","ASTFOR","Northern sea star","Northern sea star (Asterias forbesii)"
