"Site_Name","Site_Code","Loc_Name","Loc_Code","QAQC","Plot_Name","Start_Date","Year","Spp_Code","distance_m","Common_Name","Spp_Name","Category","TSN","Comments"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","NONCOR",1.5,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","NONCOR",1.8,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","NONCOR",2.1,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",2.4,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",2.7,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",3,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",3.3,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",3.6,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",3.9,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",4.2,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",4.5,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",4.8,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",5.1,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",5.4,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",5.7,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","NONCOR",6,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",6.3,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","NONCOR",6.6,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",6.9,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",7.2,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",7.5,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",7.8,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",8.1,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",8.4,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",8.7,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",9,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",9.3,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",9.6,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",9.9,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",10.2,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",10.5,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",10.8,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",11.1,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","NONCOR",11.4,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",11.7,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",12,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",12.3,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",12.6,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",12.9,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",13.2,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",13.5,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",13.8,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",14.1,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",14.4,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",14.7,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",15,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","MUSSPP",15.3,"Mussel","primarily Mytilus edulis","Species Group",-883,"mussel species group (dominated by Mytilus edulis)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","MUSSPP",15.6,"Mussel","primarily Mytilus edulis","Species Group",-883,"mussel species group (dominated by Mytilus edulis)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",15.9,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",16.2,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",16.5,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",16.8,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",17.1,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",17.4,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",17.7,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",18,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",18.3,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",18.6,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",18.9,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","MUSSPP",19.2,"Mussel","primarily Mytilus edulis","Species Group",-883,"mussel species group (dominated by Mytilus edulis)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",19.5,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",19.8,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",20.1,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",20.4,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",20.7,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",21,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","NONCOR",21.3,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",21.6,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",21.9,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",22.2,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",22.5,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","ROCK",22.8,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",23.1,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",23.4,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",23.7,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",24,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",24.3,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",24.6,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",24.9,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",25.2,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",25.5,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",25.8,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","PALPAL",26.1,"Dulse","Palmaria palmata","Species",12842,"red algae species"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",26.4,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",26.7,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",27,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",27.3,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",27.6,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",27.9,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",28.2,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",28.5,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","BARSPP",28.8,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",29.1,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",29.4,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",29.7,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCEPI",30,"Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",30.3,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",30.6,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",30.9,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","CHOMAS",31.2,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","PALPAL",31.5,"Dulse","Palmaria palmata","Species",12842,"red algae species"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","CHOMAS",31.8,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCEPI",32.1,"Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","PALPAL",32.4,"Dulse","Palmaria palmata","Species",12842,"red algae species"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","PALPAL",32.7,"Dulse","Palmaria palmata","Species",12842,"red algae species"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","PALPAL",33,"Dulse","Palmaria palmata","Species",12842,"red algae species"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",33.3,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","PALPAL",33.6,"Dulse","Palmaria palmata","Species",12842,"red algae species"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",33.9,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",34.2,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","NONCOR",34.5,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","KELP",34.8,"Kelp","Laminaria/Alaria","Species Group",-888,"brown algae - kelp"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",35.1,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","WATER",35.4,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",35.7,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","PALPAL",36,"Dulse","Palmaria palmata","Species",12842,"red algae species"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",36.3,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",36.6,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","FUCSPP",36.9,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Little Moose","LITMOO",0,"T3",2016-06-25,"2016","CHOMAS",37.2,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",0,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",0.3,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","NONCOR",0.6,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","NONCOR",0.9,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","NONCOR",1.2,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",1.5,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","NONCOR",1.8,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",2.1,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","WATER",2.4,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","WATER",2.7,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","WATER",3,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","WATER",3.3,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",3.6,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","NONCOR",3.9,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","WATER",4.2,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","WATER",4.5,"Water","Water","Substrate",-899,""
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","CHOMAS",4.8,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","FUCSPP",5.1,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ASCNOD",5.4,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",5.7,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",6,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",6.3,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",6.6,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",6.9,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",7.2,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","FUCSPP",7.5,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ASCNOD",7.8,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ASCNOD",8.1,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ASCNOD",8.4,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ASCNOD",8.7,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",9,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ROCK",9.3,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","FUCSPP",9.6,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","FUCSPP",9.9,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","FUCSPP",10.2,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","FUCSPP",10.5,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","ACAD","Otter Point","OTTPOI",0,"T1",2013-06-23,"2013","ASCNOD",10.8,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
