Site_Name,Site_Code,Loc_Name,Loc_Code,Year,Common,Species,Spp_Name,Com_Sp,Zone,variable,QAQC,mean,se,N
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,logAbundance,FALSE,0.52,0.52,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Proportion.Damaged,FALSE,0.08,0.08,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Abundance,FALSE,19.74,2,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,logAbundance,FALSE,2.96,0.1,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Proportion.Damaged,FALSE,0.36,0.01,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Mussel,Abundance,FALSE,4.8,3.2,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Mussel,logAbundance,FALSE,0.97,0.6,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Mussel,Proportion.Damaged,FALSE,0.15,0.09,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Abundance,FALSE,3.2,1.55,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,logAbundance,FALSE,0.95,0.42,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Proportion.Damaged,FALSE,0.23,0.09,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Mussel,Abundance,FALSE,0.54,0.54,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Mussel,logAbundance,FALSE,0.2,0.2,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Mussel,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Abundance,FALSE,0.54,0.54,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,logAbundance,FALSE,0.2,0.2,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Abundance,FALSE,1.06,1.06,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,logAbundance,FALSE,0.33,0.33,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Proportion.Damaged,FALSE,0.08,0.08,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Abundance,FALSE,10.66,4.39,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,logAbundance,FALSE,2.04,0.4,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Proportion.Damaged,FALSE,0.28,0.04,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Mussel,Abundance,FALSE,3.72,2.61,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Mussel,logAbundance,FALSE,0.85,0.54,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Mussel,Proportion.Damaged,FALSE,0.11,0.08,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Abundance,FALSE,2.14,1.56,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,logAbundance,FALSE,0.61,0.41,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Proportion.Damaged,FALSE,0.12,0.08,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Mussel,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Mussel,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Mussel,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2015,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Abundance,FALSE,19.22,11.48,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,logAbundance,FALSE,1.9,0.79,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Proportion.Damaged,FALSE,0.3,0.07,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Abundance,TRUE,25.6,11.48,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,logAbundance,TRUE,2.87,0.43,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Proportion.Damaged,TRUE,0.37,0.01,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Abundance,FALSE,0.54,0.54,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,logAbundance,FALSE,0.2,0.2,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Abundance,TRUE,1.06,1.06,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,logAbundance,TRUE,0.33,0.33,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Proportion.Damaged,TRUE,0.08,0.08,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Abundance,FALSE,22.92,12.15,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,logAbundance,FALSE,2.31,0.74,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Proportion.Damaged,FALSE,0.25,0.07,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Abundance,TRUE,15.48,8.4,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,logAbundance,TRUE,1.83,0.74,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Proportion.Damaged,TRUE,0.2,0.08,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Mussel,Abundance,FALSE,13.34,12.01,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Mussel,logAbundance,FALSE,1.22,0.76,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Mussel,Proportion.Damaged,FALSE,0.22,0.09,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Mussel,Abundance,TRUE,8.52,7.27,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Mussel,logAbundance,TRUE,1.06,0.72,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Mussel,Proportion.Damaged,TRUE,0.15,0.09,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Abundance,FALSE,10.12,3.51,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,logAbundance,FALSE,1.96,0.52,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Proportion.Damaged,FALSE,0.25,0.07,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Abundance,TRUE,13.34,5.66,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,logAbundance,TRUE,2.23,0.43,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Proportion.Damaged,TRUE,0.31,0.04,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Abundance,FALSE,12.28,3.43,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,logAbundance,FALSE,2.3,0.36,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Proportion.Damaged,FALSE,0.37,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Abundance,TRUE,10.66,5.05,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,logAbundance,TRUE,1.92,0.47,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Proportion.Damaged,TRUE,0.33,0.04,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Abundance,FALSE,10.66,10.66,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,logAbundance,FALSE,0.8,0.8,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Proportion.Damaged,FALSE,0.08,0.08,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Abundance,TRUE,15.46,15.46,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,logAbundance,TRUE,0.87,0.87,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Proportion.Damaged,TRUE,0.07,0.07,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Abundance,FALSE,50.14,10.23,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,logAbundance,FALSE,3.84,0.19,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Proportion.Damaged,FALSE,0.37,0.01,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Abundance,TRUE,67.72,16.86,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,logAbundance,TRUE,4.08,0.26,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Proportion.Damaged,TRUE,0.38,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Mussel,Abundance,FALSE,9.62,6.57,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Mussel,logAbundance,FALSE,1.38,0.69,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Mussel,Proportion.Damaged,FALSE,0.22,0.09,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Mussel,Abundance,TRUE,18.68,10.93,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Mussel,logAbundance,TRUE,1.72,0.87,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Mussel,Proportion.Damaged,TRUE,0.22,0.09,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Abundance,FALSE,7.48,4.88,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,logAbundance,FALSE,1.39,0.54,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Proportion.Damaged,FALSE,0.3,0.07,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Abundance,TRUE,8,3.03,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,logAbundance,TRUE,1.69,0.52,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Proportion.Damaged,TRUE,0.26,0.07,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Abundance,TRUE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,logAbundance,TRUE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Proportion.Damaged,TRUE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Abundance,TRUE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,logAbundance,TRUE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Proportion.Damaged,TRUE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Abundance,TRUE,0.54,0.54,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,logAbundance,TRUE,0.2,0.2,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Proportion.Damaged,TRUE,0.07,0.07,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Mussel,Abundance,FALSE,1.06,1.06,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Mussel,logAbundance,FALSE,0.33,0.33,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Mussel,Proportion.Damaged,FALSE,0.04,0.04,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Mussel,Abundance,TRUE,0.54,0.54,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Mussel,logAbundance,TRUE,0.2,0.2,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Mussel,Proportion.Damaged,TRUE,0.07,0.07,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Abundance,TRUE,0,0,5
Acadia NP,ACAD,Otter Point,OTTPOI,2016,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,logAbundance,TRUE,0,0,5
